gi_1183032_dbj_D63821_1_HPCJK049E1_Hepatitis_C_virus_(isolate_JK049)_genomic_RNA__complete_genome,,,,,,,
gi_395147272_gb_JX227964_1__Hepatitis_C_virus_genotype_4_isolate_HCV-unclassified4/GB/BID-G1253__complete_genome,,United Kingdom,Homo sapiens,plasma,4,,
gi_239836690_gb_FJ462438_1__Hepatitis_C_virus_isolate_QC383__complete_genome,,Canada: Quebec,Homo sapiens,serum sample of African immigrant,4k,,
gi_395147270_gb_JX227963_1__Hepatitis_C_virus_subtype_4g_isolate_HCV-4g/GB/BID-G1252__complete_genome,,United Kingdom,Homo sapiens,plasma,,,
gi_395147285_gb_JX227971_1__Hepatitis_C_virus_subtype_4g_isolate_HCV-4g/GB/BID-G1656__complete_genome,,United Kingdom,Homo sapiens,plasma,,,
gi_239836678_gb_FJ462432_1__Hepatitis_C_virus_isolate_QC193__complete_genome,,Canada: Quebec,Homo sapiens,serum sample of African immigrant,4g,,
gi_379772058_gb_JF735136_1__Hepatitis_C_virus_isolate_QC361__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,4,,
gi_239836680_gb_FJ462433_1__Hepatitis_C_virus_isolate_QC249__complete_genome,,Canada: Quebec,Homo sapiens,serum sample of African immigrant,4m,,
gi_395147287_gb_JX227972_1__Hepatitis_C_virus_subtype_4m_isolate_HCV-4m/GB/BID-G1657__complete_genome,,United Kingdom,Homo sapiens,plasma,,,
gi_395147266_gb_JX227961_1__Hepatitis_C_virus_subtype_4m_isolate_HCV-4m/GB/BID-G1250__complete_genome,,United Kingdom,Homo sapiens,plasma,,,
gi_254546397_gb_FJ839869_1__Hepatitis_C_virus_isolate_QC155__complete_genome,,Canada,Homo sapiens (African immigrant),serum,4t,,
gi_239836676_gb_FJ462431_1__Hepatitis_C_virus_isolate_QC139__complete_genome,,Canada: Quebec,Homo sapiens,serum sample of African immigrant,4p,,
gi_239836694_gb_FJ462440_1__Hepatitis_C_virus_isolate_QC93__complete_genome,,Canada: Quebec,Homo sapiens,serum sample of African immigrant,4o,,
gi_395147297_gb_JX227977_1__Hepatitis_C_virus_subtype_4o_isolate_HCV-4o/GB/BID-G2037__complete_genome,,United Kingdom,Homo sapiens,plasma,,,
gi_395147301_gb_JX227979_1__Hepatitis_C_virus_subtype_4o_isolate_HCV-4o/GB/BID-G2039__complete_genome,,United Kingdom,Homo sapiens,plasma,,,
gi_395147299_gb_JX227978_1__Hepatitis_C_virus_subtype_4o_isolate_HCV-4o/GB/BID-G2038__complete_genome,,United Kingdom,Homo sapiens,plasma,,,
gi_379772050_gb_JF735132_1__Hepatitis_C_virus_isolate_QC215__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,4,,
gi_239836688_gb_FJ462437_1__Hepatitis_C_virus_isolate_QC382__complete_genome,,Canada: Quebec,Homo sapiens,serum sample of African immigrant,4d,,
gi_379772060_gb_JF735137_1__Hepatitis_C_virus_isolate_QC429__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,4a,,
gi_459351671_dbj_AB795432_1__Hepatitis_C_virus_subtype_4a_genomic_RNA__complete_genome__isolate__HCVgenotype4a-KM,Feb-2012,Japan,Homo sapiens,liver,,,country Japan (originally Egypt)
gi_379772056_gb_JF735135_1__Hepatitis_C_virus_isolate_QC352__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,4,,
gi_239836686_gb_FJ462436_1__Hepatitis_C_virus_isolate_QC381__complete_genome,,Canada: Quebec,Homo sapiens,serum sample of African immigrant,4c,,
gi_395147283_gb_JX227970_1__Hepatitis_C_virus_subtype_4n_isolate_HCV-4n/GB/BID-G1655__complete_genome,,United Kingdom,Homo sapiens,plasma,,,
gi_239836696_gb_FJ462441_1__Hepatitis_C_virus_isolate_QC97__complete_genome,,Canada: Quebec,Homo sapiens,serum sample of African immigrant,4n,,
gi_379772046_gb_JF735130_1__Hepatitis_C_virus_isolate_QC132__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,4,,
gi_379772048_gb_JF735131_1__Hepatitis_C_virus_isolate_QC147__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,4,,
gi_395147258_gb_JX227957_1__Hepatitis_C_virus_subtype_4L_isolate_HCV-4l/GB/BID-G1246__complete_genome,,United Kingdom,Homo sapiens,plasma,,,
gi_395147260_gb_JX227958_1__Hepatitis_C_virus_subtype_4L_isolate_HCV-4l/GB/BID-G1247__complete_genome,,United Kingdom,Homo sapiens,plasma,,,
gi_254546399_gb_FJ839870_1__Hepatitis_C_virus_isolate_QC274__complete_genome,,Canada,Homo sapiens (African immigrant),serum,4l,,
gi_379772044_gb_JF735129_1__Hepatitis_C_virus_isolate_QC127__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,4,,
gi_239836682_gb_FJ462434_1__Hepatitis_C_virus_isolate_QC262__complete_genome,,Canada: Quebec,Homo sapiens,serum sample of African immigrant,4q,,
gi_379772052_gb_JF735133_1__Hepatitis_C_virus_isolate_QC218__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,4q?,,
gi_379772042_gb_JF735128_1__Hepatitis_C_virus_isolate_QC126__complete_genome,,Canada,Homo sapiens,serum from a patient infected with HCV,4q?,,
gi_395147264_gb_JX227960_1__Hepatitis_C_virus_subtype_4v_isolate_HCV-4v/GB/BID-G1249__complete_genome,,United Kingdom,Homo sapiens,plasma,,,
gi_395147262_gb_JX227959_1__Hepatitis_C_virus_subtype_4v_isolate_HCV-4v/GB/BID-G1248__complete_genome,,United Kingdom,Homo sapiens,plasma,,,
gi_525546085_gb_KC248195_1__Hepatitis_C_virus_isolate_160526__complete_genome,,United Kingdom,Homo sapiens,serum,1,1?,
gi_658508376_gb_KJ439776_1__Hepatitis_C_virus_isolate_QC152__complete_genome,,Canada,Homo sapiens,serum of a male immigrant living in Quebec with his origin in Congo,1,,
gi_525546088_gb_KC248196_1__Hepatitis_C_virus_isolate_166212__complete_genome,,United Kingdom,Homo sapiens,serum,1,1l,
gi_525546091_gb_KC248197_1__Hepatitis_C_virus_isolate_EBW424__complete_genome,,Cameroon,Homo sapiens,serum,1,1l,
gi_525546079_gb_KC248193_1__Hepatitis_C_virus_isolate_136142__complete_genome,,,Homo sapiens,serum of an immigrant from Africa,,1?,
gi_191174856_emb_AM910652_2__Hepatitis_C_virus_subtype_1g_complete_genome,,Spain:Barcelona,Homo Sapiens,,,,
gi_658508364_gb_KJ439770_1__Hepatitis_C_virus_isolate_QC78__complete_genome,,Canada,Homo sapiens,serum of a female immigrant living in Quebec with her origin in Egypt,1g,,
gi_658508362_gb_KJ439769_1__Hepatitis_C_virus_isolate_QC172__complete_genome,,Canada,Homo sapiens,serum of a male immigrant living in Quebec with his origin in East Central Africa,1e,,
gi_525546082_gb_KC248194_1__Hepatitis_C_virus_isolate_148636__complete_genome,,United Kingdom,Homo sapiens,serum of an immigrant from Africa,,1e,
gi_658508382_gb_KJ439779_1__Hepatitis_C_virus_isolate_QC316__complete_genome,,Canada,Homo sapiens,serum of a female immigrant living in Quebec with her origin in Cameroon,1,,
gi_50235321_gb_AY651061_1__Hepatitis_C_virus_isolate_Khaja1__complete_genome,,India: Telugu,,patient with chronic active hepatitis,,,
gi_658508358_gb_KJ439767_1__Hepatitis_C_virus_isolate_QC165__complete_genome,,Canada,Homo sapiens,serum of a male immigrant living in Quebec with his origin possibly in India,1c,,
gi_464177_dbj_D14853_1_HPCCGS_Hepatitis_C_virus_(isolate_HC-G9)_genomic_RNA__complete_genome,,,,,,,
gi_658508384_gb_KJ439780_1__Hepatitis_C_virus_isolate_QC60__complete_genome,,Canada,Homo sapiens,serum of a female immigrant living in Quebec with her origin in Haiti,1,,
gi_658508388_gb_KJ439782_1__Hepatitis_C_virus_isolate_QC87__complete_genome,,Canada,Homo sapiens,serum of a male immigrant living in Quebec with his origin in Haiti,1,,
gi_658508380_gb_KJ439778_1__Hepatitis_C_virus_isolate_QC196__complete_genome,,Canada,Homo sapiens,serum of a male immigrant living in Quebec with his origin in Haiti,1,,
gi_169218853_gb_EU155214_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V104/2005__complete_genome,2005,USA: Tennessee,Homo sapiens,plasma,,1a,
gi_212675088_gb_EU781824_1__Hepatitis_C_virus_subtype_1a_isolate_DN14__complete_genome,,,Homo sapiens,plasma,,,
gi_572563279_gb_KC283194_1__UNVERIFIED__Hepatitis_C_virus_subtype_1a_strain_Pak-Cemb-1a_polyprotein-like_gene__partial_sequence,10-Feb-2010,Pakistan,Homo sapiens,serum,,1a,
gi_190171062_gb_EU255950_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V241/2005__complete_genome,2005,Switzerland,Homo sapiens,plasma,,1a,
gi_169249180_gb_EU155314_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V414/2004__complete_genome,2004,USA: New York,Homo sapiens,plasma,,1a,
gi_190684384_gb_EU256072_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V238/2005__complete_genome,2005,Switzerland,Homo sapiens,plasma,,1a,
gi_169257327_gb_EU155349_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V246/2005__complete_genome,2005,Switzerland,Homo sapiens,plasma,,1a,
gi_169244799_gb_EU482872_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V261/2004__complete_genome,2004,Switzerland,Homo sapiens,plasma,,1a,
gi_190171077_gb_EU255955_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V254/2002__complete_genome,2002,Switzerland,Homo sapiens,plasma,,1a,
gi_169257325_gb_EU155348_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V240/2005__complete_genome,2005,Switzerland,Homo sapiens,plasma,,1a,
gi_281324795_gb_EU862836_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V244/2003__complete_genome,2003,Switzerland,Homo sapiens,plasma,,1a,
gi_187610153_gb_EU687195_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/DE/BID-V1564/2007__complete_genome,2007,Germany: Baden-Wurttemberg,Homo sapiens,plasma,,1a,
gi_187609991_gb_EU660385_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V258/2003__complete_genome,2003,Switzerland,Homo sapiens,plasma,,1a,
gi_169244683_gb_EU482831_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/DE/BID-V25/2003__complete_genome,2003,Germany,Homo sapiens,plasma,,1a,
gi_190171088_gb_EU255959_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V268/2003__complete_genome,2003,Switzerland,Homo sapiens,plasma,,1a,
gi_157378126_gb_EU155350_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V256/2003__complete_genome,2003,Switzerland,Homo sapiens,plasma,,1a,
gi_157378111_gb_EU155345_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V221/2002__complete_genome,2002,Switzerland,Homo sapiens,plasma,,1a,
gi_190171053_gb_EU255947_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V228/2006__complete_genome,2006,Switzerland,Homo sapiens,plasma,,1a,
gi_190171041_gb_EU255943_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V223/2003__complete_genome,2003,Switzerland,Homo sapiens,plasma,,1a,
gi_169257331_gb_EU155352_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V262/2004__complete_genome,2004,Switzerland,Homo sapiens,plasma,,1a,
gi_169244743_gb_EU482853_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V227/2005__complete_genome,2005,Switzerland,Homo sapiens,plasma,,1a,
gi_190171044_gb_EU255944_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V224/2003__complete_genome,2003,Switzerland,Homo sapiens,plasma,,1a,
gi_169257337_gb_EU155355_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V270/2006__complete_genome,2006,Switzerland,Homo sapiens,plasma,,1a,
gi_190171074_gb_EU255954_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V252/2002__complete_genome,2002,Switzerland,Homo sapiens,plasma,,1a,
gi_169244758_gb_EU482858_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V271/2006__complete_genome,2006,Switzerland,Homo sapiens,plasma,,1a,
gi_169257333_gb_EU155353_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V267/2005__complete_genome,2005,Switzerland,Homo sapiens,plasma,,1a,
gi_190171163_gb_EU256107_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/DE/BID-V36/2004__complete_genome,2004,Germany,Homo sapiens,plasma,,1a,
gi_190171050_gb_EU255946_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V226/2005__complete_genome,2005,Switzerland,Homo sapiens,plasma,,1a,
gi_169257323_gb_EU155346_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V236/2005__complete_genome,2005,Switzerland,Homo sapiens,plasma,,1a,
gi_190684375_gb_EU256069_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V229/2006__complete_genome,2006,Switzerland,Homo sapiens,plasma,,1a,
gi_190171082_gb_EU255957_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V260/2004__complete_genome,2004,Switzerland,Homo sapiens,plasma,,1a,
gi_190170993_gb_EU255927_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V222/2003__complete_genome,2003,Switzerland,Homo sapiens,plasma,,1a,
gi_190171056_gb_EU255948_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V230/2003__complete_genome,2003,Switzerland,Homo sapiens,plasma,,1a,
gi_180163921_gb_EU595699_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V78/2001__complete_genome,2001,USA: Tennessee,Homo sapiens,plasma,,1a,
gi_190171023_gb_EU255937_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V700/2006__complete_genome,2006,USA,Homo sapiens,plasma,,1a,
gi_190684222_gb_EU256007_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V464/2006__complete_genome,2006,USA: Tennessee,Homo sapiens,plasma,,1a,
gi_180163853_gb_EU595697_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V507/2001__complete_genome,2001,USA,Homo sapiens,plasma,,1a,
gi_190684358_gb_EU256053_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V440/2001__complete_genome,2001,USA: Massachusetts,Homo sapiens,plasma,,1a,
gi_190684201_gb_EU255999_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V116/2002__complete_genome,2002,USA: Tennessee,Homo sapiens,plasma,,1a,
gi_212674944_gb_EU781752_1__Hepatitis_C_virus_subtype_1a_isolate_03-11__complete_genome,,USA: Massachusetts_Boston area,Homo sapiens,plasma from patient with chronic HCV infection,,,
gi_169249197_gb_EU155323_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V429/2002__complete_genome,2002,USA: New York,Homo sapiens,plasma,,1a,
gi_187610042_gb_EU660387_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V701/2003__complete_genome,2003,USA,Homo sapiens,plasma,,1a,
gi_169244749_gb_EU482855_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V249/2002__complete_genome,2002,Switzerland,Homo sapiens,plasma,,1a,
gi_169244694_gb_EU482835_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V427/2002__complete_genome,2002,USA: New York,Homo sapiens,plasma,,1a,
gi_190171065_gb_EU255951_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V245/2005__complete_genome,2005,Switzerland,Homo sapiens,plasma,,1a,
gi_190171002_gb_EU255930_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V237/2005__complete_genome,2005,Switzerland,Homo sapiens,plasma,,1a,
gi_190684337_gb_EU256046_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V392/2006__complete_genome,2006,USA: Massachusetts,Homo sapiens,plasma,,1a,
gi_169248436_gb_EU155283_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V698/2006__complete_genome,2006,USA,Homo sapiens,plasma,,1a,
gi_190352224_gb_EU155347_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V239/2005__complete_genome,2005,Switzerland,Homo sapiens,plasma,,1a,
gi_212674954_gb_EU781757_1__Hepatitis_C_virus_subtype_1a_isolate_L8119__complete_genome,,USA: Massachusetts_Boston area,Homo sapiens,plasma from patient with chronic HCV infection,,,
gi_169244746_gb_EU482854_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V242/2001__complete_genome,2001,Switzerland,Homo sapiens,plasma,,1a,
gi_169218900_gb_EU155242_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V73/2004__complete_genome,2004,USA: Tennessee,Homo sapiens,plasma,,1a,
gi_187609988_gb_EU660384_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V55/2005__complete_genome,2005,USA: Tennessee,Homo sapiens,plasma,,1a,
gi_197310712_gb_FJ024282_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V1719/2005__complete_genome,2005,USA,Homo sapiens,plasma,,1a,
gi_212675056_gb_EU781808_1__Hepatitis_C_virus_subtype_1a_isolate_DN13__complete_genome,,,Homo sapiens,,,,
gi_212675074_gb_EU781817_1__Hepatitis_C_virus_subtype_1a_isolate_DN10__complete_genome,,,Homo sapiens,,,,
gi_169249188_gb_EU155319_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V424/2002__complete_genome,2002,USA: New York,Homo sapiens,plasma,,1a,
gi_190171068_gb_EU255952_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V247/2005__complete_genome,2005,Switzerland,Homo sapiens,plasma,,1a,
gi_190684276_gb_EU256025_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V79/2002__complete_genome,2002,USA: Tennessee,Homo sapiens,plasma,,1a,
gi_190684192_gb_EU255996_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V107/2003__complete_genome,2003,USA: Tennessee,Homo sapiens,plasma,,1a,
gi_169218899_gb_EU155240_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V68/2004__complete_genome,2004,USA: Tennessee,Homo sapiens,plasma,,1a,
gi_190171047_gb_EU255945_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V225/2004__complete_genome,2004,Switzerland,Homo sapiens,plasma,,1a,
gi_190170996_gb_EU255928_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V231/2003__complete_genome,2003,Switzerland,Homo sapiens,plasma,,1a,
gi_169257329_gb_EU155351_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V257/2003__complete_genome,2003,Switzerland,Homo sapiens,plasma,,1a,
gi_159154739_gb_EU260395_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V10/2005__complete_genome,2005,USA: Massachusetts,Homo sapiens,plasma,,1a,
gi_169248425_gb_EU155277_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V434/2003__complete_genome,2003,USA: Massachusetts,Homo sapiens,plasma,,1a,
gi_212675032_gb_EU781796_1__Hepatitis_C_virus_subtype_1a_isolate_01L__complete_genome,,USA: Massachusetts_Boston area,Homo sapiens,plasma from patient with chronic HCV infection,,,
gi_212674998_gb_EU781779_1__Hepatitis_C_virus_subtype_1a_isolate_00M__complete_genome,,USA: Massachusetts_Boston area,Homo sapiens,plasma from patient with chronic HCV infection,,,
gi_169248409_gb_EU155268_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V396/2006__complete_genome,2006,USA: Massachusetts,Homo sapiens,plasma,,1a,
gi_169218902_gb_EU155243_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V86/2005__complete_genome,2005,USA: Tennessee,Homo sapiens,plasma,,1a,
gi_169244784_gb_EU482867_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V461/2006__complete_genome,2006,USA: Tennessee,Homo sapiens,plasma,,1a,
gi_190684264_gb_EU256021_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V64/2003__complete_genome,2003,USA: Tennessee,Homo sapiens,plasma,,1a,
gi_190684189_gb_EU255995_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V106/2004__complete_genome,2004,USA: Tennessee,Homo sapiens,plasma,,1a,
gi_212674970_gb_EU781765_1__Hepatitis_C_virus_subtype_1a_isolate_F718P__complete_genome,,USA: Massachusetts_Boston area,Homo sapiens,plasma from patient with chronic HCV infection,,,
gi_169218888_gb_EU155233_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V445/2006__complete_genome,2006,USA: Tennessee,Homo sapiens,plasma,,1a,
gi_190684381_gb_EU256071_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V234/2004__complete_genome,2004,Switzerland,Homo sapiens,plasma,,1a,
gi_190171059_gb_EU255949_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V235/2005__complete_genome,2005,Switzerland,Homo sapiens,plasma,,1a,
gi_212675054_gb_EU781807_1__Hepatitis_C_virus_subtype_1a_isolate_DN11__complete_genome,,,Homo sapiens,,,,
gi_212675020_gb_EU781790_1__Hepatitis_C_virus_subtype_1a_isolate_03A__complete_genome,,USA: Massachusetts_Boston area,Homo sapiens,plasma from patient with chronic HCV infection,,,
gi_169244708_gb_EU482840_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V386/2004__complete_genome,2004,USA: Massachusetts,Homo sapiens,plasma,,1a,
gi_169249138_gb_EU155289_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V323/2001__complete_genome,2001,USA,Homo sapiens,plasma,,1a,
gi_169244790_gb_EU482869_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V70/2002__complete_genome,2002,USA: Tennessee,Homo sapiens,plasma,,1a,
gi_169248410_gb_EU155269_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V398/2006__complete_genome,2006,USA: Massachusetts,Homo sapiens,plasma,,1a,
gi_190684213_gb_EU256004_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V45/2005__complete_genome,2005,USA: Tennessee,Homo sapiens,plasma,,1a,
gi_190684484_gb_EU255987_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V205/1989__complete_genome,1989,USA,Homo sapiens,plasma,,1a,
gi_190684426_gb_EU255966_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V170/1997__complete_genome,1997,USA,Homo sapiens,plasma,,1a,
gi_212675076_gb_EU781818_1__Hepatitis_C_virus_subtype_1a_isolate_DN24__complete_genome,,,Homo sapiens,,,,
gi_190170999_gb_EU255929_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V233/2004__complete_genome,2004,Switzerland,Homo sapiens,plasma,,1a,
gi_169730281_gb_EU529681_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/CH/BID-V251/2005__complete_genome,2005,Switzerland,Homo sapiens,plasma,,1a,
gi_212675016_gb_EU781788_1__Hepatitis_C_virus_subtype_1a_isolate_01-33__complete_genome,,USA: Massachusetts_Boston area,Homo sapiens,plasma from patient with chronic HCV infection,,,
gi_212675030_gb_EU781795_1__Hepatitis_C_virus_subtype_1a_isolate_02-35__complete_genome,,USA: Massachusetts_Boston area,Homo sapiens,plasma from patient with chronic HCV infection,,,
gi_212674946_gb_EU781753_1__Hepatitis_C_virus_subtype_1a_isolate_99I__complete_genome,,USA: Massachusetts_Boston area,Homo sapiens,plasma from patient with chronic HCV infection,,,
gi_169244714_gb_EU482842_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V389/2006__complete_genome,2006,USA: Massachusetts,Homo sapiens,plasma,,1a,
gi_169248403_gb_EU155265_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V388/2005__complete_genome,2005,USA: Massachusetts,Homo sapiens,plasma,,1a,
gi_169244691_gb_EU482834_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V422/2002__complete_genome,2002,USA: New York,Homo sapiens,plasma,,1a,
gi_190684346_gb_EU256049_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V395/2006__complete_genome,2006,USA: Massachusetts,Homo sapiens,plasma,,1a,
gi_212675072_gb_EU781816_1__Hepatitis_C_virus_subtype_1a_isolate_TN15__complete_genome,,,Homo sapiens,,,,
gi_212674982_gb_EU781771_1__Hepatitis_C_virus_subtype_1a_isolate_00-11__complete_genome,,USA: Massachusetts_Boston area,Homo sapiens,plasma from patient with chronic HCV infection,,,
gi_169244686_gb_EU482832_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/DE/BID-V33/2004__complete_genome,2004,Germany,Homo sapiens,plasma,,1a,
gi_190684270_gb_EU256023_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V67/2003__complete_genome,2003,USA: Tennessee,Homo sapiens,plasma,,1a,
gi_257286216_dbj_AB520610_1__Hepatitis_C_virus_subtype_1a_genomic_RNA__complete_genome__strain__HCV-RMT,,,,,,,
gi_169217568_gb_EU239713_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V316/2001__complete_genome,2001,USA,Homo sapiens,plasma,,1a,
gi_190684420_gb_EU255964_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V167/1992__complete_genome,1992,USA,Homo sapiens,plasma,,1a,
gi_212674996_gb_EU781778_1__Hepatitis_C_virus_subtype_1a_isolate_L860P__complete_genome,,USA: Massachusetts_Boston area,Homo sapiens,plasma from patient with chronic HCV infection,,,
gi_169244720_gb_EU482844_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V436/2006__complete_genome,2006,USA: Massachusetts,Homo sapiens,plasma,,1a,
gi_212674958_gb_EU781759_1__Hepatitis_C_virus_subtype_1a_isolate_L8168__complete_genome,,USA: Massachusetts_Boston area,Homo sapiens,plasma from patient with chronic HCV infection,,,
gi_190171029_gb_EU255939_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V408/2006__complete_genome,2006,USA: Massachusetts,Homo sapiens,plasma,,1a,
gi_190684438_gb_EU255970_1__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V176/1992__complete_genome,1992,USA,Homo sapiens,plasma,,1a,
gi_169249147_gb_EU155295_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V331/2002__complete_genome,2002,USA,Homo sapiens,plasma,,1a,
gi_169218851_gb_EU155213_2__Hepatitis_C_virus_subtype_1a_isolate_HCV-1a/US/BID-V101/2004__complete_genome,2004,USA: Tennessee,Homo sapiens,plasma,,1a,
